,Artist,Biography,Listeners,Playcount,Similar
72,Dionne Warwick,"Marie Dionne Warwick (born Marie Dionne Warrick; December 12, 1940) is an American singer, actress, and television host. During her career, Warwick has won many awards, including six Grammy Awards. She has been inducted into the Hollywood Walk of Fame, the Grammy Hall of Fame, the National Rhythm & Blues Hall of Fame, the Rock and Roll Hall of Fame and the Apollo Theater Walk of Fame. In 2019, Warwick won the Grammy Lifetime Achievement Award. Three of her songs (""Walk On By"" <a href=""https://www.last.fm/music/Dionne+Warwick"">Read more on Last.fm</a>",878184,7754740,"('Dusty Springfield', 'Diana Ross', 'The Supremes', 'Whitney Houston', 'Patti LaBelle')"
73,Credo,"There is more than one artist with this name:

1. Credo is a UK Progressive Rock band formed in 1994. 
Members: Tim Birrell on guitars, Jim Murdoch on bass, Mark Colton on vocals, Mike Varty on keys, Martin Meads on drums.

2. Credo is a German band. Has album ""Kleine kreise"".  ...Gerade ihr Debutalbum “Kleine Kreise” gibt einen heftigen Eindruck von diesen Qualitäten. ...

3. Credo is a legendary Latvian pop/rock band formed in Liepāja, Latvia in 1974. <a href=""https://www.last.fm/music/Credo"">Read more on Last.fm</a>",9532,107725,"('Autobuss Debesīs', 'Turaidas Roze', 'Landmarq', 'Abel Ganz', 'The Reasoning')"
74,Ted Heath,"Ted Heath (1902-1969) was the top UK bandleader of the 40s, 50s and early 60s. Born in Wandsworth, S. London, he started playing trombone at the age of 14 and played with Jack Hylton, Ambrose, Sid Lipton and Geraldo. He brought his own orchestra together in 1944 for the BBC and his career took off, including many hit records, the biggest success being ""Swinging Shepherd Blues"". During the 1950s his orchestra frequently performed at the Hammersmith Palais de Dance and from 1956 Heath and his orchestra were regular visitors to the United States. <a href=""https://www.last.fm/music/Ted+Heath"">Read more on Last.fm</a>",22410,113357,"('Jamie Davis', 'Harlan Leonard & His Rockets', 'Buddy Clark', 'Tupplurarna', 'Ozzie Nelson and his Orchestra')"
75,Mino,"There are four artists with this name:

1. MINO (미노) (born Song Min-ho, March 30, 1993 in Yongin, South Korea) is a South Korean rapper and member of the chart-topper boy group  WINNER signed under YG Entertainment. He has also participated in the television series The Strongest K-POP Survival, and was series runner-up for the 2015 rap contest Show Me the Money 4.

MINO was initially a trainee intended for the male group Block B, but left the group before debut for personal reasons. <a href=""https://www.last.fm/music/Mino"">Read more on Last.fm</a>",236703,4876561,"('Winner', 'ZICO', 'G-DRAGON', 'Jay Park', 'Simon Dominic')"
76,Stephanie,"Stephanie is a name of at least seven artists:

1) A simplification of Stéphanie, a mononym of Stéphanie Marie Elisabeth Grimaldi (aka Stéphanie de Monaco and Stephanie (Princess Stephanie Of Monaco)), an 80s europop star. Sites: Discogs

2) A romanisation of ステファニー (b. 5 Aug 1987), a Japanese-American singer who débuted with the single ""君がいる限り"" (May 2007, SME - best known as ステファニー's ""君がいる限り"", aka ""Kimi ga Iru Kagiri"" and ステファニー's ""Kimi ga Iru Kagiri""). <a href=""https://www.last.fm/music/Stephanie"">Read more on Last.fm</a>",58502,565226,"('Jeanne Mas', 'Elsa', 'Images', 'Corynne Charby', '伊藤由奈')"
77,Sardool Sikander,"Sardool Sikander is a Punjabi folk singer, sometimes called ""The King of Bhangra"" making his first appearances on radio and television in the early 1980s with his introductory album, ""Roadways Di Laari"". He has appeared in numerous films as an actor and musician. He also acted in a handfull Punjwood movies, like Jagga Daku with Yograj Singh. Sardool is married to Amar Noori, who is also an accomplished singer and actress.

From Roadways De Larry  in 1987 to O-ho, Sardool Sikander has come a long way. <a href=""https://www.last.fm/music/Sardool+Sikander"">Read more on Last.fm</a>",2252,11584,"('Manmohan Waris', 'Sabar Koti', 'Harbhajan Mann', 'Surjit Bindrakhia', 'Kamal Heer')"
78,George Melachrino,"George Melachrino (born George Militiades 1 May 1909 in London, England — died 18 June 1965) was a musician, movie composer, and musical director who was English born of Greek and Italian descent.

As a young boy, George Melachrino had a love of music. At the age of five, he began his writing his compositions, and by the age of fourteen he rolled into the Trinity College of Music. In the 1930s, Melachrino started working for bands lead by Ambrose and Bert Firman, and started playing on radio for the BBC. <a href=""https://www.last.fm/music/George+Melachrino"">Read more on Last.fm</a>",2100,16102,"('Robert Farnon', 'Eric Coates', 'Richard Hayman', 'Cecil Armstrong Gibbs', 'Maurice Montez')"
79,The Newmatics,"Auckland pioneering ska band The Newmatics split in 1983 after releasing a couple of catchy singles and one EP. They reformed in 2003.

One of their best known songs is the classic singalong 'Riot Squad'. It was released in 1981 during the Springbox tour, but was in fact inspired by one of their gigs. <a href=""https://www.last.fm/music/The+Newmatics"">Read more on Last.fm</a>",796,3571,"('The Spelling Mistakes', 'Proud Scum', 'The Androidss', 'Suburban Reptiles', 'The Terrorways')"
80,Gérard Blanchard," <a href=""https://www.last.fm/music/+noredirect/G%C3%A9rard+Blanchard"">Read more on Last.fm</a>",4994,20652,"('Robert Farel', 'Le Grand Orchestre Du Splendid', 'Philippe Cataldo', 'Raft', 'Bibie')"
81,Atom TM,"This is an incorrect tag for Atom™. If this non-artist appears in your charts, do last.fm and yourself a favor: Fix your artist tags. <a href=""https://www.last.fm/music/+noredirect/Atom+TM"">Read more on Last.fm</a>",16837,141326,()
82,Dimitris Kokotas,"Dimitris Kokotas was born on December 14 in Athens and grew in the district of Kifissia with his mother and his sister. He is the son of the famous Greek popular singer Stamatis Kokotas. It was a very loved young person who made friendships that he still has today .

The Greek discographic company EROS MUSIC and George Fotiadis were the first who believed in his talent. Its first disc ""Diadosis"" circulated in January 1994 whose music and words were written by Fivos, an old friend of Dimitri. <a href=""https://www.last.fm/music/Dimitris+Kokotas"">Read more on Last.fm</a>",4631,31873,"('Panos Kalidis', 'Dimitris Giotis', 'Dionisis Shinas', 'Apostolia Zoi', 'Eleni Hatzidou')"
83,Milénio," <a href=""https://www.last.fm/music/Mil%C3%A9nio"">Read more on Last.fm</a>",479,1816,"('Anjos', 'Santamaria', 'Tony Carreira', 'Delfins', 'Ana Malhoa')"
84,Stonewall Jackson,"Stonewall Jackson (November 6, 1932 - December 4, 2021)  was an American country singer and musician who achieved his greatest fame during country's golden honky tonk era in the late 1950s and early 1960s. He was named after the famous general, Thomas ""Stonewall"" Jackson, who was an ancestor.His most popular song was ""Waterloo"" in 1959. The song is a haunting and catchy tune that states that ""Everybody has to meet his Waterloo,"" meaning their fate or comeuppance. The song cites Adam, Napoleon and Tom Dooley as examples. <a href=""https://www.last.fm/music/Stonewall+Jackson"">Read more on Last.fm</a>",72639,437963,"('Faron Young', 'Hank Locklin', 'Ferlin Husky', 'David Houston', 'Carl Smith')"
85,Too Much Joy,"Too Much Joy was an alternative band which formed in Scarsdale, New York, United States in 1987. The band's original members were Tim Quirk (vocals), Jay Blumenfield (guitar, vocals), Sandy Smallens (bass, vocals) and Tommy Vinton (drums). Smallens departed on amicable terms in 1994; William Wittman provided bass and vocals after Smallens's retirement.

The band released five albums before going on an extended hiatus in 1997: ""Green Eggs and Crack"" (1987), ""Son of Sam I Am"" (1988), ""Cereal Killers"" (1991), ""Mutiny"" (1992) and "". <a href=""https://www.last.fm/music/Too+Much+Joy"">Read more on Last.fm</a>",8829,134391,"('The Cavedogs', 'The Candy Skins', 'The Figgs', 'Possum Dixon', 'The Greenberry Woods')"
86,Mauricio Reis," <a href=""https://www.last.fm/music/Mauricio+Reis"">Read more on Last.fm</a>",4663,24007,"('Orlando Dias', 'Genival Santos', 'Carlos Andre', 'Evaldo Freire', 'Waldick Soriano')"
87,Diddú,"She made her name when she sang with the legendary folk band Spilverk Þjóðanna 1975-78, and has made numerous recordings of folk music, popular music, lieder and operatic arias.

The members of the Wind Sextet of Mosfellsdalur are all veterans of the classical scene and their arrangements are renowned for the quality.

Most of the Icelandic melodies on this program were composed by men who played important roles in the growing Icelandic music life in the first half of the 20th century. <a href=""https://www.last.fm/music/Didd%C3%BA"">Read more on Last.fm</a>",1281,8341,"('Erna Gunnarsdóttir', 'Ruth Reginalds', 'Eyjólfur Kristjánsson', 'Laddi', 'Björgvin Halldórsson')"
88,Tolis Voskopoulos,"Tolis Voskopoulos (Greek: Τόλης Βοσκόπουλος) (born 26 July 1940 Kokkinia, Piraeus) is one of the legends of modern Greek music. He starred in many films and played in the Theatre in Athens. One of his greatest theatrical hits was Oi Erastes tou Oneirou (Dream Lovers) opposite Zoe Laskari. He now resides in Corfu Greece, where he gives concerts from time to time, some of them for charitable purposes. One of his latest charitable events was a spectacular free concert at the historic Palaio Frourio in Corfu in the summer of 2005. <a href=""https://www.last.fm/music/Tolis+Voskopoulos"">Read more on Last.fm</a>",6529,55821,"('Στράτος Διονυσίου', 'Pitsa Papadopoulou', 'Giannis Kalatzis', 'Marinella', 'Γιάννης Πουλόπουλος')"
89,Laith Al-Deen,"Laith Sascha Al-Deen is a german pop musician, who was born in 1972 in Karlsruhe, Germany.

Raised by his German mother and his Iraqi father in the USA and Mannheim, where he still lives, he released his first album ""Ich will nur wissen""(I just want to know) in 2000 and gained first success with the hit singles ""Bilder von dir"" (Pictures of you) and ""Kleine Helden"" (Little Heroes).

In 2002, he released his second full length album ""Melomanie"" which includes the songs ""Dein Lied"" (Your Song) and ""Jetzt, Hier, Immer"" (Now, here, always). <a href=""https://www.last.fm/music/Laith+Al-Deen"">Read more on Last.fm</a>",107184,1244825,"('Xavier Naidoo', 'Pur', 'Heinz Rudolf Kunze', 'Udo Jürgens', 'Söhne Mannheims')"
90,Ulla Pia,"Ulla Pia (born 17 February 1945, Copenhagen) is a Danish singer, best known internationally for her participation in the 1966 Eurovision Song Contest.

Ulla Pia started her career as a vocalist with bands and orchestras in Copenhagen. In the mid 1960s she was singing with jazz musician Finn Ziegler, and it was suggested in 1966 that she enter a song in the Danish Eurovision selection, Dansk Melodi Grand Prix. She performed the song ""Stop - mens legen er go'"" (""Stop, While the Going's Good""), and to her surprise, emerged the clear winner. <a href=""https://www.last.fm/music/Ulla+Pia"">Read more on Last.fm</a>",2526,12480,"('To Jyder', 'Bjørn Tidmand', 'Lecia & Lucienne', 'Jan & Rene', 'Kirsten og Søren')"
91,Chế Linh,"Real name is JAM LEN AKA CHE LINH. Born 1942 village Huu Duc, District An Phuoc, Province Ninh Thuan (Phan Rang).

In 1958, when Che Linh was 16 years old, an event had changed the life of this young man from Champa. The President Ngo Dinh Diem had forbidden teaching Cham language in the Cham villages, a prestige language considered as a second language since the Bao Dai’s era.

This discrimination toward the minority group created a lot of conflicts , confrontations, fights between the Champa and the Kinh inhabitants. <a href=""https://www.last.fm/music/Ch%E1%BA%BF+Linh"">Read more on Last.fm</a>",842,9339,"('Tuấn Vũ', 'Quang Minh', 'Trường Vũ', 'Duy Khánh', 'Thanh Tuyền')"
92,Víctor Manuelle,"Víctor Manuelle ,born Víctor Manuel Ruiz on September 27, 1968 in New York, New York, is a successful Latin Grammy nominated Puerto Rican American salsa singer, songwriter, and improvisational sonero, known to his fans as El Sonero de la Juventud (""The Youth's Sonero""). He is identified primarily with salsa romantica or ""salsa monga"", but has also experimented with styles ranging from Colombian vallenato to urban reggaeton. Unlike other young salsa performers such as Marc Anthony <a href=""https://www.last.fm/music/+noredirect/V%C3%ADctor+Manuelle"">Read more on Last.fm</a>",79559,775267,"('Gilberto Santa Rosa', 'Rey Ruiz', 'Jerry Rivera', 'Marc Anthony', 'Grupo Niche')"
93,Julie,"There are multiple artists by the name of Julie:

1. julie is an American shoegaze band from Los Angeles, signed with Atlantic Records. julie, originating from Orange County, California, began in 2020, independently releasing several singles that garnered early support for the band, including “flutter,” one of the band's most successful tracks to date. A year after their single run, the group released their debut EP titled pushing daisies.

In 2022, julie released a joint (non-album) single titled pg. <a href=""https://www.last.fm/music/Julie"">Read more on Last.fm</a>",593411,22963605,"('xela fella', 'Fleshwater', 'Her New Knife', 'They Are Gutting a Body of Water', 'Midrift')"
94,The Lotus Eaters,"The Lotus Eaters is a new wave band founded in Liverpool, England, UK in 1983.

Many music enthusiasts regard the group as a part of the new romantic movement. However, although Peter Coyle (vocals), Jeremy Kelly (guitar), Mike Dempsey (bass guitar), Ged Quinn (keyboard) and Stephen Creese (drums) had the elegant attire, and fashionable haircuts of new romantic bands, their music was more understated and folksy than the synthesized Euro-disco of Japan, Visage and Duran Duran. <a href=""https://www.last.fm/music/The+Lotus+Eaters"">Read more on Last.fm</a>",39757,300254,"('China Crisis', 'The Wild Swans', 'Nick Heyward', 'The Icicle Works', 'Aztec Camera')"
95,Sanju Rathod," <a href=""https://www.last.fm/music/Sanju+Rathod"">Read more on Last.fm</a>",9587,63852,"('Prashant Nakti', 'Shubhangii Kedar', 'Vaishali Samant', 'Amitraj', 'Kushagra')"
96,Dræsinebanden," <a href=""https://www.last.fm/music/Dr%C3%A6sinebanden"">Read more on Last.fm</a>",353,3605,"('Four Jacks', 'Niels Hausgaard', 'Eva Madsen', 'Otto Brandenburg', 'De Gyldne Løver')"
97,Mario Castelnuovo," <a href=""https://www.last.fm/music/Mario+Castelnuovo"">Read more on Last.fm</a>",1990,15341,"('Scialpi', 'Leano Morelli', 'Michele Pecora', 'Il Giardino Dei Semplici', 'I Nuovi Angeli')"
98,NOSSO TOM," <a href=""https://www.last.fm/music/NOSSO+TOM"">Read more on Last.fm</a>",1037,8038,"('grupo pra valer', 'Tentasamba', 'Gustavo Lins', 'Nuwance', 'Chininha')"
99,Excesso," <a href=""https://www.last.fm/music/Excesso"">Read more on Last.fm</a>",3358,12661,"('Fernando Santana', 'Herman José', 'Patrícia Candoso', 'Santamaria', 'Jorge Ferreira')"
100,Jimmy Fontana,"Jimmy Fontana (born Enrico Sbriccoli, 13 November 1934, Camerino, Italy) is a famous Italian actor, composer and singer. One of his most famous songs is Che Sarà, performed also by José Feliciano and Ricchi e Poveri. His other hits include Non te ne andare (1963) and Il mondo (1965). La mia serenata won Disco per l'estate (disc of summer) in 1967. In Cantagiro 1969 he performed a cover of Tom Jones' hit ""Delilah"", titled ""La nostra favola"". <a href=""https://www.last.fm/music/Jimmy+Fontana"">Read more on Last.fm</a>",67180,455663,"('Gino Paoli', 'Domenico Modugno', 'Rita Pavone', 'Gianni Morandi', 'Massimo Ranieri')"
101,Yuka Kawamura,"For Kawamura Yuka, see 川村結花. <a href=""https://www.last.fm/music/Yuka+Kawamura"">Read more on Last.fm</a>",518,2858,"('中山美穂 & WANDS', 'Ko Shibasaki', 'Mariko Takahashi', 'Keisuke Kuwata', 'Mayo Okamoto')"
102,Lorenzo González," <a href=""https://www.last.fm/music/+noredirect/Lorenzo+Gonz%C3%A1lez"">Read more on Last.fm</a>",1129,3839,"('Los 3 sudamericanos', 'Juanito Segarra', 'Jorge Sepúlveda', 'Bonet de San Pedro', 'Ana María González')"
103,Harout Khachoyan," <a href=""https://www.last.fm/music/Harout+Khachoyan"">Read more on Last.fm</a>",317,2532,"('Harout Pamboukjian', 'Arman Hovhannisyan', 'TATA SIMONYAN', 'Paul Baghdadlian', 'Aram Asatryan')"
104,Neha Rajpal," <a href=""https://www.last.fm/music/Neha+Rajpal"">Read more on Last.fm</a>",240,951,"('Swapnil Bandodkar', 'Vaishali Samant', 'Hrishikesh Ranade', 'Ketaki Bhave Joshi', 'Ketan Patwardhan')"
105,Garzon y Collazos," <a href=""https://www.last.fm/music/+noredirect/Garzon+y+Collazos"">Read more on Last.fm</a>",4698,48428,()
106,Evert Taube,"Evert Taube, born on March 12 1890 i Gothenburg, Sweden, was a Swedish singer, songwriter and lute player. He is one of Sweden's most loved poets, and many of his songs are universally known in Sweden.

Taube has written songs on many topics; most notable are his romantic songs about the Swedish nature and the numerous songs about the sailor and adventurer Fritiof Andersson. Taube was himself a sailor for many years, and it is widely accepted that Fritiof Andersson is Taube's alter ego. <a href=""https://www.last.fm/music/Evert+Taube"">Read more on Last.fm</a>",35309,377281,"('Sven-Bertil Taube', 'Olle Adolphson', 'Lasse Dahlquist', 'Harry Brandelius', 'Fred Åkerström')"
