,Artist,Biography,Listeners,Playcount,Similar
248,Drama,"There are many bands/artists called Drama.

As of early 2019, the Drama appearing at the top of this chart is Chicago ""soulful electronic"" duo Na'el Shehade & Via Rosa, who have been active since 2015..

1. A Turkish indie/post-rock/shoegaze band. Their most popular release is ""Yalnız Bir Duygu"".

2. A Russian Black Metal band formed in 2001.
The band was formed in June, 2001 when Vindsarg and Dym left their previous project Blackart (melodic black/death metal) and decided to create something more serious. <a href=""https://www.last.fm/music/Drama"">Read more on Last.fm</a>",285562,3325326,"('Минаева', 'Two Another', 'Amber-Simone', 'FIKA', 'Franc Moody')"
249,Queen Pen,"Queen Pen (born Lynise Walters in 1973 in Brooklyn, New York), is an American female rapper.

Walters' music career started with help from Teddy Riley, music producer and member of the R&B group Blackstreet in the mid 1990s. She was a featured rapper, along with Dr. Dre, on Blackstreet's 1996 hit, ""No Diggity"". Her biggest hit as a lead rapper was ""Party Ain’t A Party"" (featuring Lost Boyz) from her debut album. She also gained notice from her song ""Girlfriend"" (featuring Me'Shell NdegeOcello), where she explored same-sex affairs. <a href=""https://www.last.fm/music/Queen+Pen"">Read more on Last.fm</a>",16848,72281,"('Mr. Cheeks', 'Yo-Yo', 'Amil', 'Jacki-O', 'Mia X')"
250,Nature,"There are at least five artists that have performed under the name 'Nature'.:

1. Nature (네이처) was a South Korean girl group under n.CH Entertainment. The group's original lineup consisted of nine members: Yeolmae (열매), Aurora (오로라), Saebom (새봄), Lu (루), Chaebin (채빈), Gaga (가가), Haru (하루), Uchae (유채) and Sunshine (선샤인). However, Yeolmae left just before their official debut. Nature officially debuted on August 3, 2018, with ""Girls and Flowers"". <a href=""https://www.last.fm/music/Nature"">Read more on Last.fm</a>",278210,5243267,"('Rocket Punch', 'Dia', 'BVNDIT', 'Cherry Bullet', 'TRI.BE')"
251,Arianna Puello,"Arianna Puello Pereyra or Ari is a Spanish rapper of Dominican descent.

She lived in the Dominican Republic before moving to Salt (Girona, Catalonia, Spain) when she was 8 years old. She started out in the world of hip hop in 1993 when she recorded a song with a friend, and later joined a band with Bano known as N.O.Del KRIB (Nacidos Originalmente del Karibe). After they split up, she joined another band, Discípulos del Micro, but she had her first hit with a collaboration on El Meswy's first album, Mujer chunga. <a href=""https://www.last.fm/music/Arianna+Puello"">Read more on Last.fm</a>",18247,190208,"('KRS-One', 'Violadores del Verso', 'Mala Rodríguez', 'SFDK', 'KASE.O')"
252,Sensational,"Once in an eternity an artist will come along who defies all explanations, breaks all boundaries, and destroys all preconceived notions as to what music is. In reggae, we were blessed with the maniacal genius of Lee Perry; in jazz, we had Sun Ra; and in hip-hop no one even comes close to the one they call Sensational.

Hip-hop abounds with eccentric personalities such as Kool Keith, Old Dirty Bastard (R.I.P.), and Busta Rhymes, but Sensational trumps even these colorful MCs with an abstract flavor and a charm all his own. <a href=""https://www.last.fm/music/Sensational"">Read more on Last.fm</a>",9249,160322,"('Sensational meets Kouhei', 'Sensational & Spectre', 'Sensational meets Koyxen', 'Subtitle', 'Bigg Jus')"
253,Greenhouse Effect,"Greenhouse Effect is the name shared by a hip hop group and a psychedelic/stoner rock band. 

- The hip-hop group featuring the emcees Blueprint and Fess, and DJ Bombay on the turntables. Their album ""Columbus or Bust!"" is available for free download on their website, myspace.com/greenhousecrew . 

- The Psychedelic/Stoner rock band, whom began their journey in 1999 hails from Oakland, CA.  Current Members include: 
Lando - Vocals/Guitar/Landscapes <a href=""https://www.last.fm/music/Greenhouse+Effect"">Read more on Last.fm</a>",5931,70901,"('MHz', 'Cryptic One', 'S.A. Smash', 'Micranots', 'I Self Devine')"
254,BB Clan," <a href=""https://www.last.fm/music/BB+Clan"">Read more on Last.fm</a>",642,4251,"('Oblaxz', 'Chinese Mafia', 'Bass Rhyme Posse', 'Razzamanazz', 'I.P.K.')"
255,Dyablo,"Dyablo is a Mexican-American rapper from San Diego, California, Dyablo raps exclusively in Spanish, and has his own record company -""Discos Profeta"". Dyablo has many feuds in the Chicano rap game, including an ongoing rift with another Chicano rapper from San Diego in the form of Mr. Shadow. <a href=""https://www.last.fm/music/Dyablo"">Read more on Last.fm</a>",27967,180860,"('Mr. Shadow', 'Mr. Lil One', 'Mr. Sancho', 'Califa Thugs', 'Knightowl')"
256,Pluside," <a href=""https://www.last.fm/music/Pluside"">Read more on Last.fm</a>",37,167,"('Doowachalike', 'Deego', 'Copy Con', 'Interfunk', 'Riddler')"
257,Mr. Sche,"Mr. Sche ( Marc Eastwood ), who also uses the alias Big Sche Eastwood, is an American southern rapper & producer, and member of The Nation of Gods & Earths whose music is a blend of street & ghetto anthems and afro-centric political consciousness. His career officially started in the early 2000's with albums ""Let's Get Wild"", ""Lay It Down"", ""Lowlife Or None"" & ""Showdown"" alongside southern lyricists such as Al Kapone,  8 Ball,  K-Rino and  T-Rock. <a href=""https://www.last.fm/music/Mr.+Sche"">Read more on Last.fm</a>",13817,113305,"('Criminal Manne', 'T-Rock', 'Manson Family', 'Crunchy Black', 'The Kaze')"
258,Familia HP," <a href=""https://www.last.fm/music/Familia+HP"">Read more on Last.fm</a>",5324,161085,"('eudezet allstars', 'FAMILIA H.P.', 'Obóz TA', 'Mor W.A.', 'TEWU')"
259,Petri Nygård,"Petri Nygård is a finnish rap-artist who was one of the first artists to have really made it online before any ""real"" release. Petri Nygård was raised in USA, Finland, and Sweden.

His first EP ""Pillumagneetti"" was released in the spring of 2000 as a free download. After over 30 000 downloads in one month his record company Open Records formed an alliance with Poko Rekords to release Petri's music officially. ""Vitun suomirokki"" single sold over 17 000 copies. <a href=""https://www.last.fm/music/+noredirect/Petri+Nyg%C3%A5rd"">Read more on Last.fm</a>",61004,2205388,"('Teflon Brothers', 'Portion Boys', 'JVG', 'Poju', 'Stig')"
260,Scarub,"Scarub is a Los Angeles, CA-based MC, well known for his role in the California hip-hop crews 3 Melancholy Gypsys (or simply, 3MG) and Living Legends.

A consummate hip hop storyteller, this quick spittin' MC's offbeat style often presses the listener to question what they think and sometimes rewind to hear what Scarub thinks. To the Living Legends crew - his elements are irreplaceable.  <a href=""https://www.last.fm/music/Scarub"">Read more on Last.fm</a>",6659,67715,"('Mystik Journeymen', 'Eligh', 'Sunspot Jonz', '3 Melancholy Gypsys', 'Bicasso')"
261,Skanless,"Born in Natchez, MS but raised in the rough neighborhoods of South Sacramento, Skanless began gaining recognition by the young age of 13 for his outstanding lyrical content and on point delivery. Working with Sacramento and Bay Area Rappers alike from a young age had some calling him a Bay Area Rapper, however Skanless was true to the streets that raised him and always called himself very distinctly a Sacramento Rapper.

In 1996, at 17 years old, Skanless signed with one of the hottest underground label at the time <a href=""https://www.last.fm/music/Skanless"">Read more on Last.fm</a>",2230,11659,"('Triple Beam', 'Gangsta Dre', 'Marvaless', 'P-Folks', 'Lunasicc')"
262,T-Bone,"There are several artists using this name:
1) T-Bone is a Christian rapper. In 2002, he became an ordained minister. T-Bone is of hispanic, black and white descent (reportedly, he's part Nicaraguan and part El Salvadoran). In 1991, he released his first album, Redeemed Hoodlum. In 1993, he released The Life of A Hoodlum. In 1995, he released The Hoodlum's Testimony. In 1997, he released History of A Hoodlum-Compilation. In 2000, he released: The Last Street Preacha, which was nominated for a Grammy Award. <a href=""https://www.last.fm/music/T-Bone"">Read more on Last.fm</a>",20526,212512,"('Pettidee', 'Gospel Gangstaz', 'The Cross Movement', 'DJ Maj', '4th Avenue Jones')"
263,Mousie,"Norteno gangsta rapper from San Francisco, CA who has always been heavily affiliated with Goldtoes' Black-N-Brown Records label, has only released one solo album but has been featured heavily on many compilations. <a href=""https://www.last.fm/music/Mousie"">Read more on Last.fm</a>",5806,21161,"('Keek Dogg', 'Mr. Kee', 'Goldtoes', 'Gorilla Pits', 'Cellski')"
264,RM,"There are at least 14 artists named RM:

1) South Korean Rapper/Member of BTS
2) Composer/Producer
3) Urban Latin artist also going by Roly
4) Hard Minimal Techno group from Belgium
5) 90s Hip-Hop artist
6) Hip-Hop artist
7) House Musician from Italy
8) French Rapper
9) Techno Musician
10) Industrial Ambience, alias of Rita Mikhael
11) Alias of guitarist Jussi Kousa
12) Member of Impure Ziggurat
13) Russian Musician
14) Swedish Musician

1)  RM real name is Kim Namjoon (Korean: 김남준; born September 12 <a href=""https://www.last.fm/music/RM"">Read more on Last.fm</a>",649016,386255141,"('BTS', 'Agust D', 'j-hope', 'Yankie', 'Jimin')"
265,Instituto,"Instituto is a project from Tejo Damasceno, Rica Amabis and Daniel Ganjaman. They've registered a collection of participations with people like Sabotage and Nação Zumbi, released by ybmusic. They use simple beats, samples, play instruments and create music that goes from samba to hip hop.   <a href=""https://www.last.fm/music/Instituto"">Read more on Last.fm</a>",34948,356170,"('Helião', 'Goma-Laca', 'OQuadro', 'Mamelo Sound System', 'Thaíde & DJ Hum')"
266,Keak Da Sneak,"

Keak Da Sneak (full name Charles ""Kunta"" Kinte Bowens commonly referred to as Keak) is a rapper from Oakland, California. At the age of 16 he was known as Z-Kush, but became known as ""Keak da Sneak"" at 17. He coined the term ""hyphy"" which has become a popular style of rap music and lifestyle in the Bay Area.  Keak largely produces the original versions of the beats used in his songs, noting that he writes a song, lyrics and instrumental, entirely himself. <a href=""https://www.last.fm/music/Keak+Da+Sneak"">Read more on Last.fm</a>",103803,820657,"('Mistah F.A.B.', 'Mac Dre', 'E-40', 'Philthy Rich', 'The Pack')"
267,Apathy,"There are several artists titled Apathy.

1) Chad Bromley (born March 8, 1979), better known by his stage name Apathy (formerly ""The Alien Tongue""), is a rapper and producer from Willimantic, Connecticut.

His first major release was his debut album; Eastern Philosophy in March 2006 with guest appearances from Celph Titled, Ryu, and Blue Raspberry. His second album Wanna Snuggle? was released in 2009 and his third studio album Honkey Kong was released in 2011, both to critical acclaim. <a href=""https://www.last.fm/music/Apathy"">Read more on Last.fm</a>",173948,3096207,"('Celph Titled', 'Vinnie Paz', 'Army of the Pharaohs', 'R.A. the Rugged Man', 'Ill Bill')"
268,Juan Gotti,"Juan Gotti (born Juan Ramos) is a Mexican American rapper who was born in Eagle Pass, Texas, relocated briefly to Galveston at a young age, before settling in Houston's infamous South Side. Reared in a tough gang-riddled barrio, Ramos proved to be a ""diamond in the rough,"" getting in trouble but all the while expressing potential as an artist. Ramos eventually mastered the artistry of airbrushing low riders and tattooing; the musicianship of drumming and playing bass guitar; and, the techniques of DJing. <a href=""https://www.last.fm/music/Juan+Gotti"">Read more on Last.fm</a>",38622,189356,"('Mr. Shadow', 'Brownside', 'Califa Thugs', 'Mr. Lil One', 'Lil Cuete')"
269,Tippa Irie,"Tippa Irie (real name Anthony Henry) is a British reggae singer and DJ from Brixton, London, UK. He first came to prominence in the early eighties as an MC on the South London reggae soundsystem Saxon Studio International. That has been at the forefront of the U.K. reggae dancehall scene for the past 25 years and helped launch the careers of artists such as Maxi Priest, Papa Levi and Smiley Culture.

He achieved his first national exposure on night time BBC Radio 1 in the mid 1980s <a href=""https://www.last.fm/music/Tippa+Irie"">Read more on Last.fm</a>",19310,105090,"('Papa Levi', 'Nitty Gritty', 'Admiral Bailey', 'Burro Banton', 'Nicodemus')"
270,DJ Clue,"     One of the handful of DJs to make the jump from mixtapes to the major labels, DJ Clue? hooked up with Jay-Z's Roc-a-Fella Records camp for a bit in the late '90s, then moved on to his own camp, Desert Storm Records. 
     The Queens native built his reputation with street-level mixtapes and quickly became one of the city's leading DJs, graced with the latest tracks by the biggest names. Popular New York hip-hop station Hot 97 brought him aboard for a while in the late '90s alongside fellow DJ heavyweight Funkmaster Flex. <a href=""https://www.last.fm/music/DJ+Clue"">Read more on Last.fm</a>",74403,388626,"('Ruff Ryders', 'Jadakiss', 'Beanie Sigel', 'The Lox', 'Fabolous')"
271,Bounty Killer,"Known as the Warlord, the Ghetto Gladiator, the Poor Peoples' Governor, and the Five Star General, Bounty Killer is one of dancehall reggae's most enduring artists and influences throughout the industry, known for his intricate, war-like lyrics, sound system dubplates, and stable of artists which has changed over the years but never lessened in popularity.

Bounty Killer, aka Rodney Basil Price, was born 12.06.1972 in the Trenchtown area of downtown Kingston <a href=""https://www.last.fm/music/Bounty+Killer"">Read more on Last.fm</a>",189087,1280448,"('Sizzla', 'Morgan Heritage', 'Beenie Man', 'Capleton', 'Buju Banton')"
272,TeeJay,"Born Timoy Janeyo Jones in Montego Bay, Jamaica in 1994.

Find the official YouTube page of TeeJay below.
http://www.youtube.com/user/OfficialTeeJayMusic?feature=watch <a href=""https://www.last.fm/music/TeeJay"">Read more on Last.fm</a>",33871,362316,"('Masicka', 'Alkaline', 'Chronic Law', 'Popcaan', 'Malie Donn')"
273,Rubberoom,"The Chicago rap unit Rubberoom formed in 1992, comprising MCs Meta Mo, S.P.O., and Lumba in tandem with producers Fanum, Isle of Weight, and Fill Spector. After building a fervent local following on the Windy City club circuit, they issued their debut EP, Gothic Architecture, in 1994; the 12"" ""Street Theme"" followed in 1997, and two years later Rubberoom released the full-length Architechnology. <a href=""https://www.last.fm/music/Rubberoom"">Read more on Last.fm</a>",9045,78955,"('Brawdcast', ""Ta'Raach"", 'Sonic Sum', 'Bigg Jus', 'Scienz of Life')"
274,Aphrodelics," Aphrodelics , are Vienna´s Top Dogs when it comes to Rap Music and Rmx production for the Viennese Electro scene. 
The collective of talents was founded in 1995 and released their first 12 inch ""On the Rise"" in 1996.
This was the start for the 4 members: Shagon aka Shake, Mic aka Schicki Micki aka AKA, Mr. Rodney Hunter and Shadee!!!
In 1998, after a crazy A&R convinced his boss to sign this crazy ass crew, Aphrodelics spread their wings all over Europe and released the headbanger anthem "" Rolling on Chrome""  <a href=""https://www.last.fm/music/Aphrodelics"">Read more on Last.fm</a>",57218,229794,"('Kruder & Dorfmeister', 'SIN', 'Strange Cargo', 'Tosca', 'Peace Orchestra')"
275,Askari X,"Real Name:	Ricky Murdock
Throughout his career, Askari X has never shield away from confrontation. The Oakland rapper first gained notoriety at age sixteen, when he dropped the pro-Black, anti-government classic, Ward of the State (1992.) Boasting fearless lyrics and a militant Islamic bent, the album identified Askari as an enemy of the establishment and an advocate for oppressed peoples everywhere. Unfortunately, Askari wasn’t able to enjoy the project’s success, as he caught a three-year bid immediately after its release. <a href=""https://www.last.fm/music/Askari+X"">Read more on Last.fm</a>",1165,9058,"('C.I.N.', 'Young Dre D', 'Chunk', 'Kill Kill', 'Mafiosos')"
276,Gagan," <a href=""https://www.last.fm/music/Gagan"">Read more on Last.fm</a>",192,5630,"('Allium Anum', 'Gagan Mand', 'Raju Punjabi & Sheenam Katholic', 'Ruchika Jangid Feat Sonu Sharma', 'OG Ghuman')"
277,Christian,"There are atleast four artists under the name of Christian.

1. An American rapper, yvngxchris.

2. A Danish singer, Christian Brøns, who got famous for living in the Danish Big Brother house in 2001. Shortly after leaving the house he got a record deal and he had his first and biggest hit to date, Du Kan Gøre Hvad Du Vil. The song is a cover of Patrik Isaksson's Du Får Göra Som Du Vill. Christian has to date released 3 albums, the latest one in 2006. <a href=""https://www.last.fm/music/Christian"">Read more on Last.fm</a>",34572,225892,"('Ich + Ich', 'Wir sind Helden', 'Rosenstolz', 'Pur', 'Herbert Grönemeyer')"
278,Braille,"1. A house-centric alter-ego of Praveen Sharma (of Sepalcure, Praveen & Benoît)
2. MC from Portland, Oregon.
3. Hardcore band, probably active in the 90's.
4. A hardcore punk band from Philadelphia, PA that has been active since 2012. http://braillephiladelphia.bandcamp.com/

1) As the house-oriented solo project of Praveen Sharma (see Sepalcure, Praveen, and Praveen & Benoit), Braille combines classic chicago house vocals with deep, dubby melodic elements, all under the pulse of post-dubstep-influenced, sub-dominating bass. <a href=""https://www.last.fm/music/Braille"">Read more on Last.fm</a>",72181,845209,"('People Under the Stairs', 'CunninLynguists', 'Ugly Duckling', 'Common Market', 'Dilated Peoples')"
279,Ja Rule,"Jeffrey Atkins (born February 29, 1976 in Queens, New York), better known by his stage name Ja Rule, is an American rapper, singer and actor signed to his own label Mpire Records. He began his career in the group Cash Money Click and released his debut solo album, Venni Vetti Vecci, in 1999. He has since released 2000's Rule 3:36, 2001's Pain Is Love, 2002's The Last Temptation, 2003's Blood in My Eye and 2004's R.U.L.E. He now plans to release his seventh studio album, Venni Vetti Vecci 2010, sometime later this year. <a href=""https://www.last.fm/music/Ja+Rule"">Read more on Last.fm</a>",1172354,9827220,"('Nelly', 'Fat Joe', 'Chingy', 'Fabolous', 'Bow Wow')"
280,Limoilou Starz," <a href=""https://www.last.fm/music/Limoilou+Starz"">Read more on Last.fm</a>",142,2340,"('Sans Pression', '83', 'Accrophone', 'Black Taboo', 'Anodajay')"
281,Phoenix Orion,"Born and raised in Brooklyn, Phoenix Orion first turned heads at local clubs in NYC -- most notably at the legendary Giant Step -- as a guest MC. Eventually, he produced a demo that surfaced on both coasts and led to an underground following thanks to his dark, apocalyptic view of the future and the intergalactic beats that accompanied it. PO's dystopic perspectives were further explored on his 1999 debut full-length Zimulated Experiencez, which included collaborators Hive, Daddy Kev, Hermes, and DJ Rhettmatic (of Beat Junkies fame). <a href=""https://www.last.fm/music/Phoenix+Orion"">Read more on Last.fm</a>",2172,22312,"('P.E.A.C.E.', 'Xololanxinxo', 'CVE', 'Abstract Tribe Unique', 'Naptron')"
282,JT Money,"Jeffrey Thompkins (Born in Miami, Florida) known by his stage name JT Money, was the leader of the Miami, Florida Hip-Hop group, Poison Clan. Thompkins was discovered by Luther Campbell in a Miami talent show. Eventually, Luke signed JT Money & Debonaire as the group Poison Clan to his Skyywalker Records. The group eventually disbanded after a dispute with Luke. 

JT Money is from the Norwood section of Miami. He assisted Luke in his feud with Dr. <a href=""https://www.last.fm/music/JT+Money"">Read more on Last.fm</a>",20150,87678,"('Poison Clan', 'Mr. Cheeks', 'Iconz', 'Dirty', 'Yung Wun')"
283,Kalash,"Martinican-born French rapper <a href=""https://www.last.fm/music/Kalash"">Read more on Last.fm</a>",96152,2095495,"('Meryl', 'Maureen', 'Natoxie', 'Blaiz Fayah', 'MHD')"
284,Noizmakaz,"Formed in 1997, Noizmakaz consists of Tommyboy (MC) & Alko (Producer/MC). (It originally consisted of three members including DJ Arto who left in 1999.)

Their first performance together under the name Noizmakaz was at a new years party in 1997-1998.
They recorded their first demo in 1998 which had 4 tracks with beats taken from Tha Alkaholiks & Krs-One.
They recorded their first OWN track (""Life To Finish"") with DJ Critikal at the end of 1999. It was at that time that Alko started experimenting on beat-making. <a href=""https://www.last.fm/music/Noizmakaz"">Read more on Last.fm</a>",1962,100467,"('Põhjamaade Hirm', 'A-Rühm', 'Cool D', 'Tommyboy', 'Toe Tag')"
285,DON PINI," <a href=""https://www.last.fm/music/DON+PINI"">Read more on Last.fm</a>",406,2009,"('NEA YORK', 'NICHE LS', 'Cejaz Negraz', 'Kiño', 'El Jose')"
286,Jay Tee," <a href=""https://www.last.fm/music/Jay+Tee"">Read more on Last.fm</a>",2989,18567,"('Latino Velvet', 'Jay Tee & Baby Beesh', 'Sleepdank', 'Young Dru', 'Big OSO Loc')"
287,DJ 13," <a href=""https://www.last.fm/music/DJ+13"">Read more on Last.fm</a>",1081,9099,"('Chuchú Bermudas', 'Probando Shit', 'drama theme', 'Tayko', 'GEGGA')"
288,L'Skadrille,"L’équipe se compose de 13or et 16ar. 13or alias la massue est originaire de Saint-Cyr, Yvelines. 16ar alias la lame vient de Meudon, Hauts de Seine. Le groupe prend forme en 1996. Repéré par Ziko, ex-membre de la brigade, les deux rappeurs intègrent le label ""C2 la Balle"" et sortent leur premier maxi Mack 01 : l'impact du son et se font remarquer avec le titre le Rêve.

Après la dissolution du label, les artistes enchaînent les apparitions sur mix-tape (What’s the flavor de Dj Poska) et compilations (Les militants). <a href=""https://www.last.fm/music/L%27Skadrille"">Read more on Last.fm</a>",8240,48170,"('Alibi Montana', 'Demon One', 'Nysay', 'Grodash', 'Al Peco')"
289,Makale,"Makale is a Turkish-Swiss-Italian hip hop crew from Basel, Switzerland. Original members are Casus (b. 13.11.1983; which is Turkish for 'spy') and Cesaret (b. 16.4.1982; which is Turkish for 'courage'; Evren Sarikaya). They first appeared on the compilation ""Dar Beïda 04 - Impiria Consequential"" (2001). Their innovative debut album soon followed - the first Turkish rap album from Switzerland. It contains influences from ragamuffin and electronica and was mainly produced by Pat Jabbar and DJ Ace. <a href=""https://www.last.fm/music/Makale"">Read more on Last.fm</a>",942,6497,"('Fuat', 'Rapozof', 'Pit10', 'Mode XL', 'Kolera')"
290,dj glock," <a href=""https://www.last.fm/music/dj+glock"">Read more on Last.fm</a>",1585,9360,"('SNUBNOZE', 'Da Crime Click', 'Pretty Tony & 38 Slug', 'Mr. Tinimaine', 'Lil Corb')"
291,C-Dubb,"A veteran in the Northern California rap game; Sacramento rapper, writer, and producer C-Dubb, has dedicated his life to making music. From 1997 through 2019 , C-Dubb has released over 40 projects and is featured on and or produced for hundreds of albums. <a href=""https://www.last.fm/music/C-Dubb"">Read more on Last.fm</a>",6919,28012,"('Spendoe', 'Filthy Phil', 'Ampichino', 'Hollow Tip', 'Luni Coleone')"
292,Darkroom Familia Present: A.L.G.," <a href=""https://www.last.fm/music/Darkroom+Familia+Present:+A.L.G."">Read more on Last.fm</a>",27,441,()
293,Thaione Davis,"Chicago based rapper/producer.

Chicago MC and DJ Thaione Davis was born Thomas Martin in 1978. A product of the city's southside Princeton Park neighborhood, he began breakdancing at the age of six and began rapping (under the name Tommy T.) at the age of eight. After graduating high school he attended the University of Illinois, forming one-half of the hip-hop duo Esoteric Deejayz. Davis returned to Chicago in 2000, joining the local rap collective the Nacrobats and collaborating with Pugslee Atomz and DJ Verve on the WHPK series CTA Radio <a href=""https://www.last.fm/music/Thaione+Davis"">Read more on Last.fm</a>",3412,39360,"('Rashid Hadee', 'Infinito 2017', 'Tha Connection', 'Superstar Quamallah', 'Blame One')"
294,Reefa," <a href=""https://www.last.fm/music/Reefa"">Read more on Last.fm</a>",380,1970,"('Poetic Ammo', 'V.E.', 'Too Phat', 'Karmal', 'Voices of 6th Avenue')"
295,DJ Supreme," <a href=""https://www.last.fm/music/DJ+Supreme"">Read more on Last.fm</a>",6286,29184,"('A.T.G.O.C.', 'Object One', 'Porn Kings', ""Dolphin's Mind"", 'DJ The Crow')"
296,Городская Тоска," <a href=""https://www.last.fm/music/+noredirect/%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F+%D0%A2%D0%BE%D1%81%D0%BA%D0%B0"">Read more on Last.fm</a>",689,5843,"('Дай Дарогу!', 'beZ bileta', 'Разбітае Сэрца Пацана', 'Vinsent', ':B:N:')"
